"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
1992,NA,"Average",2,2248,4,2,1,9,0.279,446400,"CHARLOTTESVILLE"
1995,NA,"Average",2,2272,4,2,2,9,0.232,462700,"CHARLOTTESVILLE"
1995,NA,"Average",2,1983,4,2,1,8,0.276,420400,"CHARLOTTESVILLE"
1993,NA,"Good",2,2274,4,3,1,10,0.244,498000,"CHARLOTTESVILLE"
1992,NA,"Average",2,2271,4,3,1,10,0.182,495300,"CHARLOTTESVILLE"
1992,NA,"Average",2,1985,4,2,1,8,0.233,409000,"CHARLOTTESVILLE"
1992,NA,"Good",2,2253,4,2,1,8,0.298,473400,"CHARLOTTESVILLE"
1993,NA,"Average",2,2014,4,2,1,11,0.312,430400,"CHARLOTTESVILLE"
1993,NA,"Average",1,2000,3,2,0,6,0.418,464500,"CHARLOTTESVILLE"
1994,NA,"Average",2,2782,4,2,1,9,0.405,445000,"CHARLOTTESVILLE"
1994,NA,"Average",2,3271,5,3,1,9,0.405,618900,"CHARLOTTESVILLE"
1993,2021,"Excellent",2,2184,5,3,1,10,0.27,572200,"CHARLOTTESVILLE"
1992,2020,"Good",2,2419,4,2,2,10,0.384,579600,"CHARLOTTESVILLE"
1992,NA,"Average",2,2870,4,2,1,8,0.355,534400,"CHARLOTTESVILLE"
1992,NA,"Average",2,2532,5,3,1,9,0.319,582300,"CHARLOTTESVILLE"
1992,NA,"Average",2,2883,5,3,1,10,0.336,580400,"CHARLOTTESVILLE"
1992,NA,"Average",2,2807,5,4,1,10,0.266,610200,"CHARLOTTESVILLE"
1992,NA,"Average",2,2982,4,3,1,10,0.403,570600,"CHARLOTTESVILLE"
1993,NA,"Average",2,2532,4,2,1,8,0.319,421100,"CHARLOTTESVILLE"
1993,NA,"Average",2,2519,4,2,1,8,0.292,411900,"CHARLOTTESVILLE"
1992,NA,"Average",2,3117,4,2,2,9,0.441,577700,"CHARLOTTESVILLE"
1992,NA,"Average",1.7,2614,4,2,1,8,0.449,472000,"CHARLOTTESVILLE"
1992,NA,"Average",1,2420,3,2,0,8,0.437,531800,"CHARLOTTESVILLE"
1992,NA,"Average",2,2910,4,3,1,10,0.391,574100,"CHARLOTTESVILLE"
1991,NA,"Average",2,3043,5,3,1,11,0.367,699400,"CHARLOTTESVILLE"
1993,NA,"Average",2,3087,5,3,1,10,0.322,644600,"CHARLOTTESVILLE"
1994,NA,"Average",2,2725,5,3,1,11,0.239,610500,"CHARLOTTESVILLE"
1992,NA,"Average",2,2652,5,3,1,8,0.287,521300,"CHARLOTTESVILLE"
1993,NA,"Average",2,3113,5,2,1,10,0.502,623800,"CHARLOTTESVILLE"
1993,NA,"Average",2,3087,4,2,2,10,0.366,599200,"CHARLOTTESVILLE"
1992,NA,"Average",2,2532,4,2,1,8,0.386,436900,"CHARLOTTESVILLE"
1992,NA,"Average",2,3504,6,4,1,13,0.428,672100,"CHARLOTTESVILLE"
1992,NA,"Average",2,2532,4,3,1,12,0.451,461100,"CHARLOTTESVILLE"
1992,NA,"Average",2,2068,4,2,1,8,0.299,395000,"CHARLOTTESVILLE"
1992,NA,"Average",2,1872,4,2,1,8,0.23,360100,"CHARLOTTESVILLE"
1992,NA,"Average",2,1837,4,2,1,8,0.261,364800,"CHARLOTTESVILLE"
1992,NA,"Average",2,1916,4,2,1,8,0.227,380600,"CHARLOTTESVILLE"
1992,NA,"Average",2,2068,4,2,1,8,0.23,394100,"CHARLOTTESVILLE"
1992,NA,"Average",2,1778,4,2,1,8,0.245,346400,"CHARLOTTESVILLE"
1992,NA,"Average",2,1835,4,2,1,10,0.215,383500,"CHARLOTTESVILLE"
1992,2018,"Excellent",2,1545,3,2,1,7,0.215,388000,"CHARLOTTESVILLE"
1992,2018,"Good",2,2024,4,3,1,9,0.245,426200,"CHARLOTTESVILLE"
1992,2018,"Good",2,2028,4,2,1,9,0.38,435700,"CHARLOTTESVILLE"
1992,NA,"Average",2,1732,4,3,1,10,0.351,384000,"CHARLOTTESVILLE"
1992,NA,"Average",2,2037,4,2,1,10,0.351,403700,"CHARLOTTESVILLE"
1992,NA,"Average",2,1863,4,2,1,8,0.291,365300,"CHARLOTTESVILLE"
1992,NA,"Average",2,2016,4,2,1,9,0.251,401000,"CHARLOTTESVILLE"
1992,2015,"Good",2,1778,4,2,1,9,0.217,376800,"CHARLOTTESVILLE"
1992,2019,"Good",2,1929,4,2,1,8,0.217,375600,"CHARLOTTESVILLE"
1992,NA,"Average",2,1837,4,2,1,8,0.217,362700,"CHARLOTTESVILLE"
1992,NA,"Average",2,1615,3,2,1,6,0.217,334500,"CHARLOTTESVILLE"
1992,NA,"Average",1,1615,3,2,0,6,0.258,370100,"CHARLOTTESVILLE"
1992,NA,"Average",2,2122,4,2,1,8,0.31,405200,"CHARLOTTESVILLE"
1992,NA,"Average",2,1925,4,2,1,8,0.41,371900,"CHARLOTTESVILLE"
1992,NA,"Average",1,1363,3,2,0,6,0.386,327300,"CHARLOTTESVILLE"
1992,NA,"Average",2,1837,4,2,1,8,0.288,353700,"CHARLOTTESVILLE"
1992,NA,"Average",1,1791,3,2,0,6,0.249,389000,"CHARLOTTESVILLE"
1992,NA,"Average",2,2547,4,2,1,8,0.3,423800,"CHARLOTTESVILLE"
1993,NA,"Average",2,2537,4,2,1,9,0.252,420400,"CHARLOTTESVILLE"
1993,NA,"Average",2,2523,4,2,1,8,0.26,421700,"CHARLOTTESVILLE"
1992,NA,"Average",2,2592,4,3,1,10,0.458,475100,"CHARLOTTESVILLE"
1992,NA,"Average",2,2263,4,3,1,9,0.315,433200,"CHARLOTTESVILLE"
1992,NA,"Average",2,2204,4,2,1,8,0.338,419200,"CHARLOTTESVILLE"
1992,NA,"Average",2,2255,4,2,1,8,0.358,417600,"CHARLOTTESVILLE"
1992,NA,"Average",2,2268,4,3,1,9,0.396,449200,"CHARLOTTESVILLE"
1993,NA,"Average",2,2248,4,2,1,8,0.369,416300,"CHARLOTTESVILLE"
1993,NA,"Average",2,2278,4,2,1,8,0.531,418300,"CHARLOTTESVILLE"
1991,2018,"Excellent",1,1378,3,2,0,6,0.278,369500,"CHARLOTTESVILLE"
1991,NA,"Average",2,1848,3,2,1,6,0.269,356800,"CHARLOTTESVILLE"
1991,NA,"Average",1,1212,3,2,0,6,0.276,325300,"CHARLOTTESVILLE"
1991,NA,"Average",2,1844,4,3,1,8,0.236,406800,"CHARLOTTESVILLE"
1991,NA,"Average",2,1896,4,2,1,8,0.24,396800,"CHARLOTTESVILLE"
1991,NA,"Good",2,1904,4,3,1,11,0.297,430600,"CHARLOTTESVILLE"
1991,NA,"Average",2,1344,4,3,1,9,0.284,352600,"CHARLOTTESVILLE"
1991,NA,"Good",2,1469,3,2,1,6,0.228,338700,"CHARLOTTESVILLE"
1991,NA,"Average",1,1270,3,2,0,6,0.283,320500,"CHARLOTTESVILLE"
1991,NA,"Good",1,1278,3,2,0,6,0.226,356200,"CHARLOTTESVILLE"
1991,NA,"Good",2,1917,4,2,1,8,0.273,382500,"CHARLOTTESVILLE"
1991,NA,"Average",2,2444,3,3,1,8,0.241,409300,"CHARLOTTESVILLE"
1991,NA,"Average",1.5,1484,3,2,1,6,0.248,347000,"CHARLOTTESVILLE"
1991,NA,"Average",2,1917,4,2,2,11,0.275,400500,"CHARLOTTESVILLE"
1991,NA,"Average",1,1362,3,2,0,6,0.296,343500,"CHARLOTTESVILLE"
1991,NA,"Average",1,1564,3,2,0,6,0.315,362500,"CHARLOTTESVILLE"
1991,NA,"Good",2,1545,3,2,1,6,0.247,354500,"CHARLOTTESVILLE"
1991,NA,"Average",2,2402,4,3,1,9,0.23,417800,"CHARLOTTESVILLE"
1996,NA,"Good",2,3444,4,2,1,8,0.351,587800,"CHARLOTTESVILLE"
1991,NA,"Average",1.5,1485,3,2,1,7,0.285,349000,"CHARLOTTESVILLE"
1991,NA,"Good",2,1545,3,2,1,6,0.297,363600,"CHARLOTTESVILLE"
1991,NA,"Average",1,1564,3,2,0,7,0.356,373400,"CHARLOTTESVILLE"
1991,NA,"Average",1,1341,3,2,0,6,0.293,341900,"CHARLOTTESVILLE"
1991,NA,"Average",2,2352,4,2,1,9,0.321,408700,"CHARLOTTESVILLE"
1991,NA,"Average",2,1545,3,2,1,6,0.269,335200,"CHARLOTTESVILLE"
1991,NA,"Good",2,1915,4,2,2,11,0.38,440000,"CHARLOTTESVILLE"
1991,NA,"Average",2,2379,6,4,1,12,0.277,475000,"CHARLOTTESVILLE"
1991,NA,"Average",2,1588,3,2,1,6,0.273,346000,"CHARLOTTESVILLE"
1991,NA,"Average",2,1820,4,2,1,8,0.224,377600,"CHARLOTTESVILLE"
1991,NA,"Good",2,1916,4,2,2,8,0.24,419800,"CHARLOTTESVILLE"
1991,NA,"Good",2,1957,5,3,1,8,0.238,410300,"CHARLOTTESVILLE"
1991,NA,"Average",1,1212,3,2,0,6,0.277,323400,"CHARLOTTESVILLE"
1991,NA,"Average",1,1212,3,2,0,6,0.295,352400,"CHARLOTTESVILLE"
1991,NA,"Average",2,1588,3,2,1,6,0.289,345500,"CHARLOTTESVILLE"
1991,NA,"Average",1,1452,3,2,0,6,0.274,378300,"CHARLOTTESVILLE"
1991,NA,"Average",2,1545,3,2,1,6,0.286,337800,"CHARLOTTESVILLE"
1991,NA,"Average",2,1918,4,2,1,8,0.301,384900,"CHARLOTTESVILLE"
1991,NA,"Average",2,1783,4,2,1,8,0.308,386900,"CHARLOTTESVILLE"
1991,NA,"Good",2,1939,4,2,1,8,0.342,399900,"CHARLOTTESVILLE"
1991,NA,"Average",2,1918,4,2,1,8,0.325,370500,"CHARLOTTESVILLE"
1991,NA,"Average",1,1324,3,2,0,6,0.29,340900,"CHARLOTTESVILLE"
1991,NA,"Average",2,1578,3,2,1,6,0.229,323800,"CHARLOTTESVILLE"
1991,NA,"Fair",1,1392,3,2,0,6,0.211,307100,"CHARLOTTESVILLE"
1991,NA,"Average",2,1354,3,2,2,8,0.256,344400,"CHARLOTTESVILLE"
1991,NA,"Average",1.5,1502,4,3,1,7,0.221,353100,"CHARLOTTESVILLE"
1991,NA,"Average",2,1370,3,3,1,7,0.179,340700,"CHARLOTTESVILLE"
1991,NA,"Average",2,1612,3,2,1,6,0.242,341400,"CHARLOTTESVILLE"
1991,NA,"Average",1,1244,3,2,0,6,0.31,352200,"CHARLOTTESVILLE"
1991,NA,"Average",1,1270,3,2,0,6,0.249,332400,"CHARLOTTESVILLE"
1991,NA,"Average",2,1982,4,2,1,8,0.197,359100,"CHARLOTTESVILLE"
1991,NA,"Average",2,2121,4,2,1,8,0.181,369500,"CHARLOTTESVILLE"
1992,NA,"Average",1,1785,3,2,0,6,0.223,386300,"CHARLOTTESVILLE"
1992,NA,"Average",1,1235,3,2,0,6,0.289,327900,"CHARLOTTESVILLE"
1993,NA,"Average",2,1840,4,2,1,8,0.283,353200,"CHARLOTTESVILLE"
1992,NA,"Average",2,1724,3,2,1,6,0.293,349800,"CHARLOTTESVILLE"
1992,NA,"Average",2,1941,4,2,1,8,0.265,372900,"CHARLOTTESVILLE"
1992,NA,"Average",1,1587,3,2,0,7,0.251,370500,"CHARLOTTESVILLE"
1993,2018,"Good",2,1608,3,2,1,6,0.231,350600,"CHARLOTTESVILLE"
1992,NA,"Average",2,1546,3,2,1,6,0.251,328400,"CHARLOTTESVILLE"
1992,NA,"Fair",1,1247,3,2,0,6,0.27,295200,"CHARLOTTESVILLE"
1992,NA,"Average",2,2158,4,2,1,8,0.285,383300,"CHARLOTTESVILLE"
1992,NA,"Average",1,1439,3,2,0,6,0.279,347300,"CHARLOTTESVILLE"
1992,NA,"Average",2,1544,3,2,1,6,0.278,328400,"CHARLOTTESVILLE"
1992,NA,"Good",1,1225,3,2,0,6,0.256,348100,"CHARLOTTESVILLE"
1992,NA,"Average",2,1582,4,2,1,7,0.219,328900,"CHARLOTTESVILLE"
1992,NA,"Average",1.6,2154,3,2,1,6,0.236,381600,"CHARLOTTESVILLE"
1992,NA,"Average",1,1234,3,3,0,7,0.325,372900,"CHARLOTTESVILLE"
1992,NA,"Good",2,1582,3,2,1,6,0.215,360600,"CHARLOTTESVILLE"
1992,NA,"Average",1,1337,3,2,0,6,0.21,335900,"CHARLOTTESVILLE"
2003,NA,"Average",2,2692,5,3,1,10,0.293,525000,"CHARLOTTESVILLE"
2003,NA,"Average",2,2839,5,3,1,11,0.295,591600,"CHARLOTTESVILLE"
2003,NA,"Average",2,2754,5,3,1,11,0.335,559800,"CHARLOTTESVILLE"
2002,NA,"Average",2,2489,4,3,1,9,0.383,473600,"CHARLOTTESVILLE"
2003,NA,"Average",2,2754,5,3,1,9,0.343,565200,"CHARLOTTESVILLE"
2003,NA,"Average",1,1989,3,2,0,6,0.241,518600,"CHARLOTTESVILLE"
2002,NA,"Average",2,2516,4,2,2,10,0.317,492300,"CHARLOTTESVILLE"
2002,NA,"Average",2,3736,5,3,1,11,0.373,639800,"CHARLOTTESVILLE"
2002,NA,"Average",2,3794,6,5,0,13,0.409,682400,"CHARLOTTESVILLE"
2002,NA,"Average",2,2402,6,3,1,11,0.397,519600,"CHARLOTTESVILLE"
2003,NA,"Average",2,2893,4,2,1,8,0.314,552400,"CHARLOTTESVILLE"
2003,NA,"Average",2,3736,5,4,1,13,0.272,642200,"CHARLOTTESVILLE"
2003,NA,"Average",2,3968,5,5,1,9,0.274,677400,"CHARLOTTESVILLE"
2002,NA,"Average",1.5,3309,5,4,1,12,0.326,703400,"CHARLOTTESVILLE"
2002,NA,"Average",2,2634,4,2,1,9,0.273,571600,"CHARLOTTESVILLE"
2003,NA,"Average",2,2754,5,3,1,11,0.273,567400,"CHARLOTTESVILLE"
2003,NA,"Average",1,1759,3,2,0,7,0.271,458400,"CHARLOTTESVILLE"
2002,NA,"Average",2,3603,5,5,0,13,0.271,657500,"CHARLOTTESVILLE"
2002,NA,"Average",2,2580,5,3,1,8,0.281,501600,"CHARLOTTESVILLE"
2002,NA,"Average",1,1759,3,2,0,7,0.27,450000,"CHARLOTTESVILLE"
2002,NA,"Average",2,3168,4,3,1,10,0.287,583800,"CHARLOTTESVILLE"
2002,NA,"Average",2,2809,5,4,1,12,0.285,591600,"CHARLOTTESVILLE"
2002,NA,"Average",2,2634,4,3,1,10,0.359,526700,"CHARLOTTESVILLE"
2003,NA,"Average",2,2437,4,2,1,8,0.375,451400,"CHARLOTTESVILLE"
2002,NA,"Average",2,3592,5,3,1,10,0.522,595100,"CHARLOTTESVILLE"
2002,NA,"Average",2,2856,4,2,1,9,0.279,506500,"CHARLOTTESVILLE"
2003,NA,"Average",1,1989,4,2,0,8,0.338,490200,"CHARLOTTESVILLE"
2003,NA,"Average",2,2893,4,2,1,8,0.349,537500,"CHARLOTTESVILLE"
2002,NA,"Average",2,2967,4,3,1,10,0.342,625500,"CHARLOTTESVILLE"
2002,NA,"Average",2,2809,5,3,1,10,0.319,549900,"CHARLOTTESVILLE"
2002,NA,"Average",2,3140,4,2,1,8,0.481,609200,"CHARLOTTESVILLE"
2002,NA,"Average",2,3516,5,4,0,12,0.45,636800,"CHARLOTTESVILLE"
2005,NA,"Average",1.5,2895,4,2,1,8,0.314,544000,"CHARLOTTESVILLE"
2002,NA,"Average",1,2073,3,2,0,7,0.44,473300,"CHARLOTTESVILLE"
2004,NA,"Average",2,2809,6,3,1,11,0.314,556800,"CHARLOTTESVILLE"
2002,NA,"Average",1.6,1941,4,3,1,7,0.12,384300,"CHARLOTTESVILLE"
2002,NA,"Good",2,1560,3,2,1,7,0.055,328200,"CHARLOTTESVILLE"
2002,NA,"Good",2,1560,3,2,1,7,0.055,327900,"CHARLOTTESVILLE"
2002,NA,"Good",1.6,1941,4,3,1,7,0.109,412400,"CHARLOTTESVILLE"
1900,NA,"Very Poor",1,672,1,1,0,3,NA,NA,NA
2003,NA,"Average",1.6,1913,4,3,1,7,0.115,363500,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.056,306300,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.056,306300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.114,384100,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.115,387200,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.056,306000,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.055,306300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.113,384300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.124,380100,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.055,306600,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.053,306600,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1913,4,3,1,7,0.108,359500,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1913,4,3,1,7,0.121,363500,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.062,306000,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.062,306300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.131,384300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.126,384100,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.06,306000,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.06,306300,"CHARLOTTESVILLE"
2003,NA,"Average",1.7,1941,4,3,1,7,0.123,384300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.121,384300,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.06,306300,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.06,306300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1913,4,3,1,7,0.128,363500,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,3,1,7,0.123,384100,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.06,306000,"CHARLOTTESVILLE"
2003,NA,"Average",2,1560,3,2,1,7,0.06,306300,"CHARLOTTESVILLE"
2003,NA,"Average",1.6,1941,4,2,1,7,0.124,378800,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.16,427400,"CHARLOTTESVILLE"
2003,NA,"Average",1,1822,3,2,0,6,0.148,434500,"CHARLOTTESVILLE"
2003,NA,"Average",2,2952,4,2,1,9,0.157,538100,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.145,425100,"CHARLOTTESVILLE"
2003,NA,"Average",1,1822,3,1,2,6,0.132,434900,"CHARLOTTESVILLE"
2003,NA,"Average",2,1806,3,2,1,7,0.134,388300,"CHARLOTTESVILLE"
2002,NA,"Average",2,2516,4,2,1,8,0.214,480400,"CHARLOTTESVILLE"
2001,NA,"Average",2,2208,4,2,1,8,0.241,430300,"CHARLOTTESVILLE"
2002,NA,"Average",2,2680,4,3,1,8,0.131,493400,"CHARLOTTESVILLE"
2002,NA,"Average",2.3,3411,4,3,0,10,0.139,575100,"CHARLOTTESVILLE"
2002,NA,"Average",2,2208,4,2,1,8,0.118,424000,"CHARLOTTESVILLE"
2002,NA,"Average",2,2516,5,2,1,8,0.254,497900,"CHARLOTTESVILLE"
2002,2018,"Good",2,1778,3,2,1,7,0.13,428400,"CHARLOTTESVILLE"
2003,NA,"Average",1.5,2390,4,2,1,8,0.142,454600,"CHARLOTTESVILLE"
2002,NA,"Average",2,2208,4,2,1,8,0.131,433300,"CHARLOTTESVILLE"
2002,NA,"Average",1,1822,3,2,0,6,0.14,436300,"CHARLOTTESVILLE"
2003,NA,"Average",1.5,2336,3,2,1,7,0.141,452100,"CHARLOTTESVILLE"
2003,NA,"Average",2,1778,3,2,1,7,0.135,391900,"CHARLOTTESVILLE"
2002,NA,"Average",2,2208,4,2,1,8,0.153,427400,"CHARLOTTESVILLE"
2004,NA,"Average",2,2952,4,2,1,9,0.168,540500,"CHARLOTTESVILLE"
2003,NA,"Average",1.5,2336,3,2,1,7,0.137,453000,"CHARLOTTESVILLE"
2003,NA,"Average",2,1778,3,2,1,6,0.129,387500,"CHARLOTTESVILLE"
2003,NA,"Average",2,1778,3,2,1,7,0.131,385600,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.142,430400,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.144,425300,"CHARLOTTESVILLE"
2003,NA,"Average",1.5,2336,3,2,1,7,0.139,453400,"CHARLOTTESVILLE"
2003,NA,"Average",2,1778,3,2,1,6,0.13,384600,"CHARLOTTESVILLE"
2003,NA,"Average",2,2912,5,2,1,9,0.212,495400,"CHARLOTTESVILLE"
2003,NA,"Average",2,2390,4,2,1,8,0.202,448900,"CHARLOTTESVILLE"
2003,NA,"Average",2,2952,4,3,0,9,0.132,530800,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.127,446600,"CHARLOTTESVILLE"
2003,NA,"Average",2,2912,4,2,1,8,0.208,479900,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.152,421800,"CHARLOTTESVILLE"
2003,NA,"Average",1,1828,3,2,0,6,0.146,438400,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.146,436600,"CHARLOTTESVILLE"
2003,NA,"Average",2,1778,3,2,1,8,0.153,384600,"CHARLOTTESVILLE"
2002,NA,"Average",1,1822,3,2,0,6,0.153,436300,"CHARLOTTESVILLE"
2003,NA,"Average",1.5,2336,3,2,1,7,0.15,453000,"CHARLOTTESVILLE"
2003,NA,"Average",1.5,2390,4,3,1,8,0.142,459300,"CHARLOTTESVILLE"
2003,NA,"Average",2,2208,4,2,1,8,0.135,444300,"CHARLOTTESVILLE"
2006,NA,"Average",2,4211,5,4,1,10,0.318,691000,"CHARLOTTESVILLE"
2004,NA,"Average",2,3968,5,5,1,12,0.256,722100,"CHARLOTTESVILLE"
2006,NA,"Average",2,2990,4,2,1,8,0.233,543800,"CHARLOTTESVILLE"
2004,NA,"Average",2,2893,4,2,1,8,0.225,519000,"CHARLOTTESVILLE"
2004,NA,"Average",2,3736,5,3,1,11,0.212,604300,"CHARLOTTESVILLE"
2006,NA,"Average",2,3547,5,3,1,11,0.255,639600,"CHARLOTTESVILLE"
2004,NA,"Average",1.5,2849,6,4,2,11,0.334,626800,"CHARLOTTESVILLE"
2004,NA,"Average",2,3004,4,2,1,10,0.359,541200,"CHARLOTTESVILLE"
2004,NA,"Average",2,3736,5,3,1,11,0.318,672900,"CHARLOTTESVILLE"
2005,NA,"Average",2,2974,4,2,1,8,0.285,543800,"CHARLOTTESVILLE"
2007,NA,"Average",2,2828,6,3,1,12,0.268,566000,"CHARLOTTESVILLE"
2005,NA,"Average",2,2618,4,3,1,11,0.291,576000,"CHARLOTTESVILLE"
2005,NA,"Average",1.5,2506,4,3,1,7,0.332,527500,"CHARLOTTESVILLE"
2007,NA,"Average",2,3661,6,5,0,13,0.333,588800,"CHARLOTTESVILLE"
2004,NA,"Average",1.5,2616,4,3,1,9,0.344,585300,"CHARLOTTESVILLE"
2007,NA,"Average",2,3056,5,3,1,11,0.284,580800,"CHARLOTTESVILLE"
2008,NA,"Average",2,3403,4,3,1,11,0.294,664800,"CHARLOTTESVILLE"
2007,NA,"Average",2,3640,6,4,1,10,0.4,698300,"CHARLOTTESVILLE"
2022,NA,"Average",2,1440,3,2,1,6,0.13,330900,"CHARLOTTESVILLE"
2021,NA,"Average",2,1440,3,2,1,6,0.07,318700,"CHARLOTTESVILLE"
2021,NA,"Average",2,1440,3,2,1,6,0.07,317500,"CHARLOTTESVILLE"
2021,NA,"Average",2,1692,4,3,1,7,0.087,366200,"CHARLOTTESVILLE"
1996,NA,"Average",1,1205,3,2,0,6,0.132,308900,"CHARLOTTESVILLE"
1996,NA,"Average",2,1606,3,2,1,6,0.151,332800,"CHARLOTTESVILLE"
1997,NA,"Good",2,2168,4,2,1,9,0.254,418600,"CHARLOTTESVILLE"
1998,NA,"Average",2,2214,4,2,1,8,0.162,402600,"CHARLOTTESVILLE"
1998,NA,"Average",2,1897,3,3,1,8,0.137,390600,"CHARLOTTESVILLE"
1998,NA,"Average",2,1897,4,3,1,9,0.137,386100,"CHARLOTTESVILLE"
1997,NA,"Average",2,1560,3,2,1,7,0.137,352000,"CHARLOTTESVILLE"
1998,NA,"Average",2,2034,4,2,1,8,0.149,380100,"CHARLOTTESVILLE"
1996,NA,"Average",1.7,2022,4,2,1,7,0.145,387500,"CHARLOTTESVILLE"
1997,NA,"Average",1,1360,3,2,0,6,0.154,332300,"CHARLOTTESVILLE"
1996,NA,"Average",1.7,2022,3,2,1,7,0.169,393100,"CHARLOTTESVILLE"
1997,NA,"Average",2,2078,4,2,1,8,0.179,390500,"CHARLOTTESVILLE"
1998,NA,"Average",2,1560,3,2,2,9,0.128,346100,"CHARLOTTESVILLE"
1998,NA,"Average",2,1816,3,2,1,7,0.302,368900,"CHARLOTTESVILLE"
1998,2020,"Good",2,1702,3,2,1,7,0.247,370500,"CHARLOTTESVILLE"
1999,NA,"Average",2,1738,3,2,1,7,0.224,362200,"CHARLOTTESVILLE"
1998,NA,"Average",2,2164,4,2,1,8,0.146,383600,"CHARLOTTESVILLE"
1997,NA,"Average",2,2002,4,2,1,8,0.158,368300,"CHARLOTTESVILLE"
1996,NA,"Average",1.5,1821,3,2,1,7,0.17,364400,"CHARLOTTESVILLE"
1996,NA,"Average",1,1458,3,2,0,7,0.154,362600,"CHARLOTTESVILLE"
1997,2021,"Excellent",2,1635,3,2,1,6,0.131,351500,"CHARLOTTESVILLE"
1998,NA,"Average",2,1448,3,2,1,6,0.128,319600,"CHARLOTTESVILLE"
1997,NA,"Average",2,2001,4,2,1,8,0.193,368300,"CHARLOTTESVILLE"
1998,NA,"Average",2,1838,4,2,1,7,0.142,352000,"CHARLOTTESVILLE"
1996,NA,"Average",2,2000,4,2,1,8,0.169,370900,"CHARLOTTESVILLE"
1997,NA,"Average",1.5,1964,4,2,1,8,0.129,368300,"CHARLOTTESVILLE"
1996,NA,"Average",2,1620,3,2,1,6,0.126,324200,"CHARLOTTESVILLE"
1998,NA,"Average",1,1378,3,2,0,7,0.133,337000,"CHARLOTTESVILLE"
1996,NA,"Average",2,1793,3,2,1,7,0.15,350400,"CHARLOTTESVILLE"
1998,NA,"Average",2,1865,3,2,1,7,0.15,345500,"CHARLOTTESVILLE"
1998,NA,"Average",2,1420,3,2,1,6,0.127,304700,"CHARLOTTESVILLE"
1996,NA,"Average",1,1649,3,3,0,7,0.197,372200,"CHARLOTTESVILLE"
1996,NA,"Average",2,1620,3,2,1,6,0.177,326000,"CHARLOTTESVILLE"
1997,NA,"Average",1.5,1993,3,2,1,6,0.22,386900,"CHARLOTTESVILLE"
1996,NA,"Average",1,1319,3,2,0,6,0.143,353800,"CHARLOTTESVILLE"
1998,NA,"Average",2,1738,3,2,1,7,0.144,337000,"CHARLOTTESVILLE"
1997,NA,"Average",2,2290,4,2,1,9,0.157,379600,"CHARLOTTESVILLE"
1997,NA,"Average",2,1985,4,2,1,8,0.158,365600,"CHARLOTTESVILLE"
1997,NA,"Average",2,2215,4,2,1,8,0.147,383300,"CHARLOTTESVILLE"
1999,NA,"Average",2,2128,4,2,1,8,0.148,377100,"CHARLOTTESVILLE"
1998,NA,"Average",1,1369,3,2,0,6,0.149,328400,"CHARLOTTESVILLE"
